"COUNTRY","Country","EMPSTAT","Employment status","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1546,,
"FIN","Finland","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1540,,
"FRA","France","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1444,,
"FRA","France","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1428,,
"FRA","France","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1399,,
"FRA","France","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1402,,
"FRA","France","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1425,,
"FRA","France","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1427,,
"FRA","France","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1412,,
"FRA","France","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1435,,
"FRA","France","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1443,,
"FRA","France","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1430,,
"FRA","France","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1439,,
"FRA","France","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1445,,
"FRA","France","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1440,,
"FRA","France","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1427,,
"FRA","France","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1422,,
"FRA","France","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1422,,
"FRA","France","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1428,,
"FRA","France","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1414,,
"FRA","France","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1406,,
"FRA","France","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1418,,
"FRA","France","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1558,,
"FRA","France","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1538,,
"FRA","France","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1504,,
"FRA","France","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1507,,
"FRA","France","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1531,,
"FRA","France","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1532,,
"FRA","France","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1515,,
"FRA","France","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1537,,
"FRA","France","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1543,,
"FRA","France","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1531,,
"FRA","France","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1540,,
"FRA","France","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1546,,
"FRA","France","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1541,,
"FRA","France","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1526,,
"FRA","France","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1518,,
"FRA","France","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1519,,
"FRA","France","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1522,,
"FRA","France","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1505,,
"FRA","France","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1495,,
"FRA","France","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1505,,
"DEU","Germany","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1377.09999999999,,
"DEU","Germany","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1371.7,,
"DEU","Germany","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1364.2,,
"DEU","Germany","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1359.2,,
"DEU","Germany","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1358.59999999999,,
"DEU","Germany","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1349,,
"DEU","Germany","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1374.2,,
"DEU","Germany","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1377.2,,
"DEU","Germany","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1371.3,,
"DEU","Germany","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1325.59999999999,,
"DEU","Germany","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1349.9,,
"DEU","Germany","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1353.5,,
"DEU","Germany","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1336.09999999999,,
"DEU","Germany","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1326.7,,
"DEU","Germany","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1333.8,,
"DEU","Germany","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1336.8,,
"DEU","Germany","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1333.5,,
"DEU","Germany","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1334.09999999999,,
"DEU","Germany","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1335.59999999999,,
"DEU","Germany","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1334,,
"DEU","Germany","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1465.9,,
"DEU","Germany","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1458.2,,
"DEU","Germany","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1448.9,,
"DEU","Germany","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1443.4,,
"DEU","Germany","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1442.59999999999,,
"DEU","Germany","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1432.4,,
"DEU","Germany","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1453.2,,
"DEU","Germany","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1454.09999999999,,
"DEU","Germany","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1447.3,,
"DEU","Germany","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1405,,
"DEU","Germany","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1425.7,,
"DEU","Germany","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1426.9,,
"DEU","Germany","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1408,,
"DEU","Germany","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1396.5,,
"DEU","Germany","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1400.4,,
"DEU","Germany","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1400.8,,
"DEU","Germany","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1394.8,,
"DEU","Germany","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1391.3,,
"DEU","Germany","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1389.9,,
"DEU","Germany","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1386.09999999999,,
"GRC","Greece","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1792,,
"GRC","Greece","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1790,,
"GRC","Greece","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1784,,
"GRC","Greece","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1784,,
"GRC","Greece","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1773,,
"GRC","Greece","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1866,,
"GRC","Greece","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1855,,
"GRC","Greece","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1858,,
"GRC","Greece","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1852,,
"GRC","Greece","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1838,,
"GRC","Greece","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1758,,
"GRC","Greece","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1754,,
"GRC","Greece","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1759,,
"GRC","Greece","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1750,,
"GRC","Greece","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1724,,
"GRC","Greece","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1716,,
"GRC","Greece","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1727,,
"GRC","Greece","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1731,,
"GRC","Greece","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1731,,
"GRC","Greece","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1718,,
"GRC","Greece","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2017,,
"GRC","Greece","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,2011,,
"GRC","Greece","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2003,,
"GRC","Greece","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,2001,,
"GRC","Greece","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1993,,
"GRC","Greece","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,2044,,
"GRC","Greece","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,2034,,
"GRC","Greece","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,2020,,
"GRC","Greece","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2015,,
"GRC","Greece","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1992,,
"GRC","Greece","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1933,,
"GRC","Greece","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1950,,
"GRC","Greece","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1967,,
"GRC","Greece","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1971,,
"GRC","Greece","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1934,,
"GRC","Greece","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1944,,
"GRC","Greece","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1943,,
"GRC","Greece","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1957,,
"GRC","Greece","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1956,,
"GRC","Greece","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1949,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1795,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1766,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1766,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1777,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1807,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1803,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1799,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1778,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1786,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1766,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1818,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1816,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1797,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1803,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1809,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1816,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1819,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1799,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1774,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1776,,
"HUN","Hungary","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1932.4,,
"HUN","Hungary","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1897.8,,
"HUN","Hungary","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1883.59999999999,,
"HUN","Hungary","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1856.3,,
"HUN","Hungary","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1858.59999999999,,
"HUN","Hungary","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1834.09999999999,,
"HUN","Hungary","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1813.9,,
"HUN","Hungary","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1787.8,,
"HUN","Hungary","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1791.2,,
"HUN","Hungary","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1758.2,,
"HUN","Hungary","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1766.4,,
"HUN","Hungary","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1753.7,,
"HUN","Hungary","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1738.3,,
"HUN","Hungary","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1733.59999999999,,
"HUN","Hungary","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1748.59999999999,,
"HUN","Hungary","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1745.9,,
"HUN","Hungary","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1760.2,,
"HUN","Hungary","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1747.4,,
"HUN","Hungary","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1728.9,,
"HUN","Hungary","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1725.2,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1631,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1540,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1532,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1540,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1525,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1525,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1513,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1509,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1495,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1482,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1466,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1472,,
"ISL","Iceland","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1696,,
"ISL","Iceland","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1707,,
"ISL","Iceland","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1672,,
"ISL","Iceland","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1639,,
"ISL","Iceland","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1645,,
"ISL","Iceland","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1637,,
"ISL","Iceland","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1627,,
"ISL","Iceland","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1605,,
"ISL","Iceland","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1607,,
"ISL","Iceland","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1512,,
"ISL","Iceland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1503,,
"ISL","Iceland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1512,,
"ISL","Iceland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1498,,
"ISL","Iceland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1500,,
"ISL","Iceland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1488,,
"ISL","Iceland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1486,,
"ISL","Iceland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1474,,
"ISL","Iceland","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1464,,
"ISL","Iceland","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1449,,
"ISL","Iceland","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1454,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1875,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1866,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1844,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1828,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1817,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1829,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1825,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1811,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1795,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1766,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1636,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1649,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1660,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1662,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1673,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1685,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1683,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1685,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1699,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1688,,
"IRL","Ireland","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1933,,
"IRL","Ireland","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1924,,
"IRL","Ireland","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1904,,
"IRL","Ireland","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1887,,
"IRL","Ireland","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1875,,
"IRL","Ireland","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1883,,
"IRL","Ireland","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1879,,
"IRL","Ireland","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1865,,
"IRL","Ireland","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1844,,
"IRL","Ireland","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1812,,
"IRL","Ireland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1721,,
"IRL","Ireland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1737,,
"IRL","Ireland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1738,,
"IRL","Ireland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1743,,
"IRL","Ireland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1757,,
"IRL","Ireland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1771,,
"IRL","Ireland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1763,,
"IRL","Ireland","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1775,,
"IRL","Ireland","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1785,,
"IRL","Ireland","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1772,,
"ITA","Italy","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1850.2,,
"ITA","Italy","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1837.59999999999,,
"ITA","Italy","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1826.2,,
"ITA","Italy","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1815.09999999999,,
"ITA","Italy","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1814.59999999999,,
"ITA","Italy","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1811.09999999999,,
"ITA","Italy","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1811.9,,
"ITA","Italy","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1817.7,,
"ITA","Italy","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1806.5,,
"ITA","Italy","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1775.2,,
"ITA","Italy","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1776.8,,
"ITA","Italy","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1772.59999999999,,
"ITA","Italy","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1733.59999999999,,
"ITA","Italy","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1719.09999999999,,
"ITA","Italy","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1716.3,,
"ITA","Italy","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1717.5,,
"ITA","Italy","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1721.7,,
"ITA","Italy","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1719.2,,
"ITA","Italy","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1722.3,,
"ITA","Italy","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1717.8,,
"JPN","Japan","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1853,,
"JPN","Japan","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1836,,
"JPN","Japan","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1825,,
"JPN","Japan","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1828,,
"JPN","Japan","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1816,,
"JPN","Japan","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1802,,
"JPN","Japan","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1811,,
"JPN","Japan","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1808,,
"JPN","Japan","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1792,,
"JPN","Japan","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1733,,
"JPN","Japan","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1754,,
"JPN","Japan","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1747,,
"JPN","Japan","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1765,,
"JPN","Japan","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1746,,
