Entity,Code,Date,parks
Botswana,BWA,2020-06-16,-1.143
Botswana,BWA,2020-06-17,-1.429
Botswana,BWA,2020-06-18,-1.143
Botswana,BWA,2020-06-19,-1.143
Botswana,BWA,2020-06-20,2.429
Botswana,BWA,2020-06-21,5.571
Botswana,BWA,2020-06-22,5.429
Botswana,BWA,2020-06-23,5.429
Botswana,BWA,2020-06-24,5.143
Botswana,BWA,2020-06-25,5.571
Botswana,BWA,2020-06-26,6.286
Botswana,BWA,2020-06-27,6.714
Botswana,BWA,2020-06-28,7.143
Botswana,BWA,2020-06-29,8
Botswana,BWA,2020-06-30,8.429
Botswana,BWA,2020-07-01,10.429
Botswana,BWA,2020-07-02,10.429
Botswana,BWA,2020-07-03,10.857
Botswana,BWA,2020-07-04,10.714
Botswana,BWA,2020-07-05,10.571
Botswana,BWA,2020-07-06,11.143
Botswana,BWA,2020-07-07,11
Botswana,BWA,2020-07-08,9.714
Botswana,BWA,2020-07-09,9
Botswana,BWA,2020-07-10,8.143
Botswana,BWA,2020-07-11,7.286
Botswana,BWA,2020-07-12,6.571
Botswana,BWA,2020-07-13,6.429
Botswana,BWA,2020-07-14,7.286
Botswana,BWA,2020-07-15,7
Botswana,BWA,2020-07-16,6.571
Botswana,BWA,2020-07-17,7.286
Botswana,BWA,2020-07-18,8.429
Botswana,BWA,2020-07-19,11.714
Botswana,BWA,2020-07-20,14.286
Botswana,BWA,2020-07-21,14.429
Botswana,BWA,2020-07-22,14.857
Botswana,BWA,2020-07-23,15.714
Botswana,BWA,2020-07-24,16.143
Botswana,BWA,2020-07-25,16.571
Botswana,BWA,2020-07-26,14.857
Botswana,BWA,2020-07-27,12.857
Botswana,BWA,2020-07-28,12.714
Botswana,BWA,2020-07-29,13.571
Botswana,BWA,2020-07-30,15.286
Botswana,BWA,2020-07-31,13.571
Botswana,BWA,2020-08-01,10.571
Botswana,BWA,2020-08-02,7.571
Botswana,BWA,2020-08-03,6.286
Botswana,BWA,2020-08-04,5.286
Botswana,BWA,2020-08-05,3.571
Botswana,BWA,2020-08-06,1.143
Botswana,BWA,2020-08-07,0.571
Botswana,BWA,2020-08-08,0.429
Botswana,BWA,2020-08-09,1
Botswana,BWA,2020-08-10,2
Botswana,BWA,2020-08-11,2.286
Botswana,BWA,2020-08-12,3
Botswana,BWA,2020-08-13,3.571
Botswana,BWA,2020-08-14,5.714
Botswana,BWA,2020-08-15,9.143
Botswana,BWA,2020-08-16,11.857
Botswana,BWA,2020-08-17,12.5
Botswana,BWA,2020-08-18,14
Botswana,BWA,2020-08-19,17
Botswana,BWA,2020-08-20,21.667
Botswana,BWA,2020-09-13,63.333
Botswana,BWA,2020-09-14,61.75
Botswana,BWA,2020-09-15,60.6
Botswana,BWA,2020-09-16,58.667
Botswana,BWA,2020-09-17,57.571
Botswana,BWA,2020-09-18,56.286
Botswana,BWA,2020-09-19,54.571
Botswana,BWA,2020-09-20,53.429
Botswana,BWA,2020-09-21,53.143
Botswana,BWA,2020-09-22,51.286
Botswana,BWA,2020-09-23,49.714
Botswana,BWA,2020-09-24,49.286
Botswana,BWA,2020-09-25,48.429
Botswana,BWA,2020-09-26,48.714
Botswana,BWA,2020-09-27,50.286
Botswana,BWA,2020-09-28,49.857
Botswana,BWA,2020-09-29,51.429
Botswana,BWA,2020-09-30,51.714
Botswana,BWA,2020-10-01,48.286
Botswana,BWA,2020-10-02,45
Botswana,BWA,2020-10-03,41.429
Botswana,BWA,2020-10-04,37.429
Botswana,BWA,2020-10-05,33.571
Botswana,BWA,2020-10-06,28.143
Botswana,BWA,2020-10-07,25.429
Botswana,BWA,2020-10-08,25.714
Botswana,BWA,2020-10-09,26.714
Botswana,BWA,2020-10-10,28.143
Botswana,BWA,2020-10-11,28.429
Botswana,BWA,2020-10-12,29.571
Botswana,BWA,2020-10-13,31.429
Botswana,BWA,2020-10-14,31.286
Botswana,BWA,2020-10-15,30.571
Botswana,BWA,2020-10-16,29.857
Botswana,BWA,2020-10-17,28.857
Botswana,BWA,2020-10-18,28.857
Botswana,BWA,2020-10-19,28.143
Botswana,BWA,2020-10-20,28
Botswana,BWA,2020-10-21,28.571
Botswana,BWA,2020-10-22,30
Botswana,BWA,2020-10-23,31.857
Botswana,BWA,2020-10-24,33.857
Botswana,BWA,2020-10-25,35.143
Botswana,BWA,2020-10-26,36.429
Botswana,BWA,2020-10-27,37.143
Botswana,BWA,2020-10-28,36.857
Botswana,BWA,2020-10-29,35.286
Botswana,BWA,2020-10-30,34.143
Botswana,BWA,2020-10-31,32.714
Botswana,BWA,2020-11-01,31.286
Botswana,BWA,2020-11-02,29.571
Botswana,BWA,2020-11-03,27.714
Botswana,BWA,2020-11-04,27.571
Botswana,BWA,2020-11-05,27.857
Botswana,BWA,2020-11-06,27.286
Botswana,BWA,2020-11-07,27.429
Botswana,BWA,2020-11-08,27.286
Botswana,BWA,2020-11-09,27.571
Botswana,BWA,2020-11-10,28.571
Botswana,BWA,2020-11-11,28.429
Botswana,BWA,2020-11-12,28
Botswana,BWA,2020-11-13,27.429
Botswana,BWA,2020-11-14,26
Botswana,BWA,2020-11-15,25.429
Botswana,BWA,2020-11-16,24.714
Botswana,BWA,2020-11-17,23.714
Botswana,BWA,2020-11-18,23.286
Botswana,BWA,2020-11-19,23.429
Botswana,BWA,2020-11-20,23.571
Botswana,BWA,2020-11-21,23.429
Botswana,BWA,2020-11-22,24
Botswana,BWA,2020-11-23,24.286
Botswana,BWA,2020-11-24,25.143
Brazil,BRA,2020-02-17,-10
Brazil,BRA,2020-02-18,-10.25
Brazil,BRA,2020-02-19,-9.2
Brazil,BRA,2020-02-20,-7.333
Brazil,BRA,2020-02-21,-6.143
Brazil,BRA,2020-02-22,-3.714
Brazil,BRA,2020-02-23,2.714
Brazil,BRA,2020-02-24,14.286
Brazil,BRA,2020-02-25,23.143
Brazil,BRA,2020-02-26,22.714
Brazil,BRA,2020-02-27,20.857
Brazil,BRA,2020-02-28,18.286
Brazil,BRA,2020-02-29,13.286
Brazil,BRA,2020-03-01,3.857
Brazil,BRA,2020-03-02,-9.571
Brazil,BRA,2020-03-03,-19.857
Brazil,BRA,2020-03-04,-20.286
Brazil,BRA,2020-03-05,-19.429
Brazil,BRA,2020-03-06,-18
Brazil,BRA,2020-03-07,-16.714
Brazil,BRA,2020-03-08,-14.286
Brazil,BRA,2020-03-09,-12.429
Brazil,BRA,2020-03-10,-11
Brazil,BRA,2020-03-11,-10.286
Brazil,BRA,2020-03-12,-10.286
Brazil,BRA,2020-03-13,-10.429
Brazil,BRA,2020-03-14,-10.571
Brazil,BRA,2020-03-15,-11.143
Brazil,BRA,2020-03-16,-12.714
Brazil,BRA,2020-03-17,-15.143
Brazil,BRA,2020-03-18,-18.286
Brazil,BRA,2020-03-19,-22.429
Brazil,BRA,2020-03-20,-27.714
Brazil,BRA,2020-03-21,-35
Brazil,BRA,2020-03-22,-42.714
Brazil,BRA,2020-03-23,-48.143
Brazil,BRA,2020-03-24,-53
Brazil,BRA,2020-03-25,-57.143
Brazil,BRA,2020-03-26,-60
Brazil,BRA,2020-03-27,-61.571
Brazil,BRA,2020-03-28,-61.286
Brazil,BRA,2020-03-29,-60.571
Brazil,BRA,2020-03-30,-59.714
Brazil,BRA,2020-03-31,-58.429
Brazil,BRA,2020-04-01,-57.143
Brazil,BRA,2020-04-02,-56.286
Brazil,BRA,2020-04-03,-55.714
Brazil,BRA,2020-04-04,-55.143
Brazil,BRA,2020-04-05,-54.571
Brazil,BRA,2020-04-06,-54.286
Brazil,BRA,2020-04-07,-53.857
Brazil,BRA,2020-04-08,-53.571
Brazil,BRA,2020-04-09,-52.429
Brazil,BRA,2020-04-10,-53.286
Brazil,BRA,2020-04-11,-53.143
Brazil,BRA,2020-04-12,-53.286
Brazil,BRA,2020-04-13,-53.143
Brazil,BRA,2020-04-14,-53.714
Brazil,BRA,2020-04-15,-53.857
Brazil,BRA,2020-04-16,-54.714
Brazil,BRA,2020-04-17,-53.571
Brazil,BRA,2020-04-18,-53.571
Brazil,BRA,2020-04-19,-53.143
Brazil,BRA,2020-04-20,-52.429
Brazil,BRA,2020-04-21,-52
Brazil,BRA,2020-04-22,-51.714
Brazil,BRA,2020-04-23,-51.429
Brazil,BRA,2020-04-24,-51.143
Brazil,BRA,2020-04-25,-50.571
Brazil,BRA,2020-04-26,-50.143
Brazil,BRA,2020-04-27,-50.571
Brazil,BRA,2020-04-28,-50.143
Brazil,BRA,2020-04-29,-49.857
Brazil,BRA,2020-04-30,-48.857
Brazil,BRA,2020-05-01,-49
Brazil,BRA,2020-05-02,-48.857
Brazil,BRA,2020-05-03,-49
Brazil,BRA,2020-05-04,-48.714
Brazil,BRA,2020-05-05,-48.571
Brazil,BRA,2020-05-06,-48.714
Brazil,BRA,2020-05-07,-49.571
Brazil,BRA,2020-05-08,-48.714
Brazil,BRA,2020-05-09,-48.429
Brazil,BRA,2020-05-10,-48.429
Brazil,BRA,2020-05-11,-48.286
Brazil,BRA,2020-05-12,-48.571
Brazil,BRA,2020-05-13,-48.857
Brazil,BRA,2020-05-14,-49.286
Brazil,BRA,2020-05-15,-50.143
Brazil,BRA,2020-05-16,-50.714
Brazil,BRA,2020-05-17,-50.571
Brazil,BRA,2020-05-18,-50.714
Brazil,BRA,2020-05-19,-50.571
Brazil,BRA,2020-05-20,-50.143
Brazil,BRA,2020-05-21,-49.714
Brazil,BRA,2020-05-22,-49.714
Brazil,BRA,2020-05-23,-50.286
Brazil,BRA,2020-05-24,-51.143
Brazil,BRA,2020-05-25,-51.429
Brazil,BRA,2020-05-26,-51.571
Brazil,BRA,2020-05-27,-51.571
Brazil,BRA,2020-05-28,-51.429
Brazil,BRA,2020-05-29,-50.571
Brazil,BRA,2020-05-30,-49.286
Brazil,BRA,2020-05-31,-48
Brazil,BRA,2020-06-01,-47.571
Brazil,BRA,2020-06-02,-47.429
Brazil,BRA,2020-06-03,-47.143
Brazil,BRA,2020-06-04,-47
Brazil,BRA,2020-06-05,-47.143
Brazil,BRA,2020-06-06,-47.286
Brazil,BRA,2020-06-07,-47.286
Brazil,BRA,2020-06-08,-46.571
Brazil,BRA,2020-06-09,-46.143
Brazil,BRA,2020-06-10,-45.429
Brazil,BRA,2020-06-11,-44.857
Brazil,BRA,2020-06-12,-43.286
Brazil,BRA,2020-06-13,-42.429
Brazil,BRA,2020-06-14,-42.571
Brazil,BRA,2020-06-15,-43.143
Brazil,BRA,2020-06-16,-43
Brazil,BRA,2020-06-17,-43.286
Brazil,BRA,2020-06-18,-43.286
Brazil,BRA,2020-06-19,-44.286
Brazil,BRA,2020-06-20,-44.143
Brazil,BRA,2020-06-21,-42.714
Brazil,BRA,2020-06-22,-42
Brazil,BRA,2020-06-23,-41.286
Brazil,BRA,2020-06-24,-41
Brazil,BRA,2020-06-25,-41.143
Brazil,BRA,2020-06-26,-41.571
Brazil,BRA,2020-06-27,-43.143
Brazil,BRA,2020-06-28,-44.571
Brazil,BRA,2020-06-29,-45.429
Brazil,BRA,2020-06-30,-46.143
Brazil,BRA,2020-07-01,-46.571
Brazil,BRA,2020-07-02,-46.286
Brazil,BRA,2020-07-03,-45.714
Brazil,BRA,2020-07-04,-44.143
Brazil,BRA,2020-07-05,-43.286
Brazil,BRA,2020-07-06,-42.286
Brazil,BRA,2020-07-07,-41.571
Brazil,BRA,2020-07-08,-40.857
Brazil,BRA,2020-07-09,-40.429
Brazil,BRA,2020-07-10,-39.857
Brazil,BRA,2020-07-11,-39.571
Brazil,BRA,2020-07-12,-38.714
Brazil,BRA,2020-07-13,-38.429
Brazil,BRA,2020-07-14,-38.714
Brazil,BRA,2020-07-15,-39
Brazil,BRA,2020-07-16,-39.286
Brazil,BRA,2020-07-17,-39.286
Brazil,BRA,2020-07-18,-38.857
Brazil,BRA,2020-07-19,-38.143
Brazil,BRA,2020-07-20,-37.714
Brazil,BRA,2020-07-21,-36.714
Brazil,BRA,2020-07-22,-35.571
Brazil,BRA,2020-07-23,-34.143
Brazil,BRA,2020-07-24,-33.286
Brazil,BRA,2020-07-25,-32.571
Brazil,BRA,2020-07-26,-32.714
Brazil,BRA,2020-07-27,-32.571
Brazil,BRA,2020-07-28,-32.571
Brazil,BRA,2020-07-29,-33.429
Brazil,BRA,2020-07-30,-34.714
Brazil,BRA,2020-07-31,-35.286
Brazil,BRA,2020-08-01,-35.429
Brazil,BRA,2020-08-02,-34.857
Brazil,BRA,2020-08-03,-34.714
Brazil,BRA,2020-08-04,-34.286
Brazil,BRA,2020-08-05,-33
Brazil,BRA,2020-08-06,-31.143
Brazil,BRA,2020-08-07,-29.714
Brazil,BRA,2020-08-08,-28.714
Brazil,BRA,2020-08-09,-28.714
Brazil,BRA,2020-08-10,-28.143
Brazil,BRA,2020-08-11,-27.857
Brazil,BRA,2020-08-12,-28
Brazil,BRA,2020-08-13,-28.429
Brazil,BRA,2020-08-14,-28.714
Brazil,BRA,2020-08-15,-29.143
Brazil,BRA,2020-08-16,-29.571
Brazil,BRA,2020-08-17,-30.714
Brazil,BRA,2020-08-18,-31.857
Brazil,BRA,2020-08-19,-32.286
Brazil,BRA,2020-08-20,-33.429
Brazil,BRA,2020-08-21,-35.429
Brazil,BRA,2020-08-22,-37
Brazil,BRA,2020-08-23,-37.286
Brazil,BRA,2020-08-24,-36.714
Brazil,BRA,2020-08-25,-35.857
Brazil,BRA,2020-08-26,-35.143
Brazil,BRA,2020-08-27,-33.571
Brazil,BRA,2020-08-28,-31.286
Brazil,BRA,2020-08-29,-28.571
Brazil,BRA,2020-08-30,-26.143
Brazil,BRA,2020-08-31,-26
Brazil,BRA,2020-09-01,-26
Brazil,BRA,2020-09-02,-25.857
Brazil,BRA,2020-09-03,-25.429
Brazil,BRA,2020-09-04,-24.571
Brazil,BRA,2020-09-05,-23.143
Brazil,BRA,2020-09-06,-20.143
Brazil,BRA,2020-09-07,-15.143
Brazil,BRA,2020-09-08,-14.286
Brazil,BRA,2020-09-09,-13.857
Brazil,BRA,2020-09-10,-13.143
Brazil,BRA,2020-09-11,-13
Brazil,BRA,2020-09-12,-13.571
Brazil,BRA,2020-09-13,-15.571
Brazil,BRA,2020-09-14,-19.429
Brazil,BRA,2020-09-15,-19.714
Brazil,BRA,2020-09-16,-19.571
Brazil,BRA,2020-09-17,-20.143
Brazil,BRA,2020-09-18,-20.571
Brazil,BRA,2020-09-19,-21
Brazil,BRA,2020-09-20,-23.143
Brazil,BRA,2020-09-21,-24.714
Brazil,BRA,2020-09-22,-26.714
Brazil,BRA,2020-09-23,-28.714
Brazil,BRA,2020-09-24,-30.286
Brazil,BRA,2020-09-25,-31.429
Brazil,BRA,2020-09-26,-32.143
Brazil,BRA,2020-09-27,-31
Brazil,BRA,2020-09-28,-31.143
Brazil,BRA,2020-09-29,-30.286
Brazil,BRA,2020-09-30,-29.286
Brazil,BRA,2020-10-01,-28.143
Brazil,BRA,2020-10-02,-27
Brazil,BRA,2020-10-03,-27.429
Brazil,BRA,2020-10-04,-28.857
Brazil,BRA,2020-10-05,-28
Brazil,BRA,2020-10-06,-26.714
Brazil,BRA,2020-10-07,-26
Brazil,BRA,2020-10-08,-26.286
Brazil,BRA,2020-10-09,-27.143
Brazil,BRA,2020-10-10,-25.143
Brazil,BRA,2020-10-11,-20.429
Brazil,BRA,2020-10-12,-13.857
Brazil,BRA,2020-10-13,-13.714
Brazil,BRA,2020-10-14,-13.857
Brazil,BRA,2020-10-15,-14.143
Brazil,BRA,2020-10-16,-14.286
Brazil,BRA,2020-10-17,-15.714
Brazil,BRA,2020-10-18,-18.857
Brazil,BRA,2020-10-19,-25.571
Brazil,BRA,2020-10-20,-26.286
Brazil,BRA,2020-10-21,-26
Brazil,BRA,2020-10-22,-25
Brazil,BRA,2020-10-23,-23.714
Brazil,BRA,2020-10-24,-23.714
Brazil,BRA,2020-10-25,-23.857
Brazil,BRA,2020-10-26,-23.429
Brazil,BRA,2020-10-27,-22.571
Brazil,BRA,2020-10-28,-22.286
Brazil,BRA,2020-10-29,-23.286
Brazil,BRA,2020-10-30,-25.429
Brazil,BRA,2020-10-31,-26
Brazil,BRA,2020-11-01,-25.286
Brazil,BRA,2020-11-02,-22.286
Brazil,BRA,2020-11-03,-23.571
Brazil,BRA,2020-11-04,-24.857
Brazil,BRA,2020-11-05,-24.857
Brazil,BRA,2020-11-06,-23.429
Brazil,BRA,2020-11-07,-22
Brazil,BRA,2020-11-08,-21.714
Brazil,BRA,2020-11-09,-25.429
Brazil,BRA,2020-11-10,-25
Brazil,BRA,2020-11-11,-24.857
Brazil,BRA,2020-11-12,-24.429
Brazil,BRA,2020-11-13,-24.571
Brazil,BRA,2020-11-14,-25
Brazil,BRA,2020-11-15,-23
Brazil,BRA,2020-11-16,-22.571
Brazil,BRA,2020-11-17,-23
Brazil,BRA,2020-11-18,-24.143
Brazil,BRA,2020-11-19,-25.429
Brazil,BRA,2020-11-20,-25.857
Brazil,BRA,2020-11-21,-26.143
Brazil,BRA,2020-11-22,-29.143
Brazil,BRA,2020-11-23,-29.429
Brazil,BRA,2020-11-24,-29.143
Bulgaria,BGR,2020-02-17,27.667
Bulgaria,BGR,2020-02-18,27.25
Bulgaria,BGR,2020-02-19,24.8
Bulgaria,BGR,2020-02-20,19
Bulgaria,BGR,2020-02-21,16.143
Bulgaria,BGR,2020-02-22,16.143
Bulgaria,BGR,2020-02-23,15.143
Bulgaria,BGR,2020-02-24,12.571
Bulgaria,BGR,2020-02-25,12.286
Bulgaria,BGR,2020-02-26,14.286
Bulgaria,BGR,2020-02-27,15.286
Bulgaria,BGR,2020-02-28,15.143
Bulgaria,BGR,2020-02-29,15.714
Bulgaria,BGR,2020-03-01,17.143
Bulgaria,BGR,2020-03-02,22.286
Bulgaria,BGR,2020-03-03,31.143
Bulgaria,BGR,2020-03-04,27.429
Bulgaria,BGR,2020-03-05,28.143
Bulgaria,BGR,2020-03-06,30.429
Bulgaria,BGR,2020-03-07,32.714
Bulgaria,BGR,2020-03-08,24.286
Bulgaria,BGR,2020-03-09,17.714
Bulgaria,BGR,2020-03-10,3.286
Bulgaria,BGR,2020-03-11,5.429
Bulgaria,BGR,2020-03-12,11.714
Bulgaria,BGR,2020-03-13,12.714
Bulgaria,BGR,2020-03-14,8.143
Bulgaria,BGR,2020-03-15,-0.571
Bulgaria,BGR,2020-03-16,-2.857
Bulgaria,BGR,2020-03-17,-3.714
Bulgaria,BGR,2020-03-18,-9.857
Bulgaria,BGR,2020-03-19,-18.286
Bulgaria,BGR,2020-03-20,-24.143
Bulgaria,BGR,2020-03-21,-28
Bulgaria,BGR,2020-03-22,-27.571
Bulgaria,BGR,2020-03-23,-32.429
Bulgaria,BGR,2020-03-24,-37.857
Bulgaria,BGR,2020-03-25,-41.857
Bulgaria,BGR,2020-03-26,-46.857
Bulgaria,BGR,2020-03-27,-50.429
Bulgaria,BGR,2020-03-28,-50.571
Bulgaria,BGR,2020-03-29,-48.571
Bulgaria,BGR,2020-03-30,-45.714
Bulgaria,BGR,2020-03-31,-44.429
Bulgaria,BGR,2020-04-01,-44.714
Bulgaria,BGR,2020-04-02,-45
Bulgaria,BGR,2020-04-03,-44.857
Bulgaria,BGR,2020-04-04,-47.286
Bulgaria,BGR,2020-04-05,-50.286
Bulgaria,BGR,2020-04-06,-51
Bulgaria,BGR,2020-04-07,-49
Bulgaria,BGR,2020-04-08,-45.429
Bulgaria,BGR,2020-04-09,-41.429
Bulgaria,BGR,2020-04-10,-39.143
Bulgaria,BGR,2020-04-11,-35.429
Bulgaria,BGR,2020-04-12,-31.286
Bulgaria,BGR,2020-04-13,-29.429
Bulgaria,BGR,2020-04-14,-29.286
Bulgaria,BGR,2020-04-15,-30.714
Bulgaria,BGR,2020-04-16,-30.571
Bulgaria,BGR,2020-04-17,-31.571
Bulgaria,BGR,2020-04-18,-32.857
Bulgaria,BGR,2020-04-19,-33.143
Bulgaria,BGR,2020-04-20,-36.286
Bulgaria,BGR,2020-04-21,-38.429
Bulgaria,BGR,2020-04-22,-37.429
Bulgaria,BGR,2020-04-23,-37.857
Bulgaria,BGR,2020-04-24,-37.286
Bulgaria,BGR,2020-04-25,-35.429
Bulgaria,BGR,2020-04-26,-34.571
Bulgaria,BGR,2020-04-27,-29.286
Bulgaria,BGR,2020-04-28,-23.857
Bulgaria,BGR,2020-04-29,-21.286
Bulgaria,BGR,2020-04-30,-19.143
Bulgaria,BGR,2020-05-01,-16
Bulgaria,BGR,2020-05-02,-14
Bulgaria,BGR,2020-05-03,-15
Bulgaria,BGR,2020-05-04,-17.143
Bulgaria,BGR,2020-05-05,-13.714
Bulgaria,BGR,2020-05-06,-15.286
Bulgaria,BGR,2020-05-07,-13.714
Bulgaria,BGR,2020-05-08,-10.857
Bulgaria,BGR,2020-05-09,-4.714
Bulgaria,BGR,2020-05-10,9.429
Bulgaria,BGR,2020-05-11,17.571
Bulgaria,BGR,2020-05-12,19.429
Bulgaria,BGR,2020-05-13,27
Bulgaria,BGR,2020-05-14,31.714
Bulgaria,BGR,2020-05-15,32.714
Bulgaria,BGR,2020-05-16,33.143
Bulgaria,BGR,2020-05-17,32.571
Bulgaria,BGR,2020-05-18,32.286
Bulgaria,BGR,2020-05-19,32.429
Bulgaria,BGR,2020-05-20,32.571
Bulgaria,BGR,2020-05-21,25.429
Bulgaria,BGR,2020-05-22,24.857
Bulgaria,BGR,2020-05-23,24.857
Bulgaria,BGR,2020-05-24,25.286
Bulgaria,BGR,2020-05-25,25
Bulgaria,BGR,2020-05-26,21.286
Bulgaria,BGR,2020-05-27,17.429
Bulgaria,BGR,2020-05-28,20.286
Bulgaria,BGR,2020-05-29,18.429
Bulgaria,BGR,2020-05-30,16.857
Bulgaria,BGR,2020-05-31,13.714
Bulgaria,BGR,2020-06-01,16
Bulgaria,BGR,2020-06-02,16.571
Bulgaria,BGR,2020-06-03,21.286
Bulgaria,BGR,2020-06-04,28.429
Bulgaria,BGR,2020-06-05,33.714
Bulgaria,BGR,2020-06-06,36.429
Bulgaria,BGR,2020-06-07,42.714
Bulgaria,BGR,2020-06-08,42.857
Bulgaria,BGR,2020-06-09,46.571
Bulgaria,BGR,2020-06-10,45.143
Bulgaria,BGR,2020-06-11,39.286
Bulgaria,BGR,2020-06-12,34.857
Bulgaria,BGR,2020-06-13,32.714
Bulgaria,BGR,2020-06-14,29.571
Bulgaria,BGR,2020-06-15,28.143
Bulgaria,BGR,2020-06-16,26.857
Bulgaria,BGR,2020-06-17,27.571
Bulgaria,BGR,2020-06-18,32.286
Bulgaria,BGR,2020-06-19,37
Bulgaria,BGR,2020-06-20,40.429
Bulgaria,BGR,2020-06-21,42.714
Bulgaria,BGR,2020-06-22,45.143
Bulgaria,BGR,2020-06-23,45.286
Bulgaria,BGR,2020-06-24,49
Bulgaria,BGR,2020-06-25,51
Bulgaria,BGR,2020-06-26,52.857
Bulgaria,BGR,2020-06-27,54.857
Bulgaria,BGR,2020-06-28,58.571
Bulgaria,BGR,2020-06-29,60.571
Bulgaria,BGR,2020-06-30,66.857
Bulgaria,BGR,2020-07-01,69.429
Bulgaria,BGR,2020-07-02,71.286
Bulgaria,BGR,2020-07-03,71.286
Bulgaria,BGR,2020-07-04,71
Bulgaria,BGR,2020-07-05,70.143
Bulgaria,BGR,2020-07-06,70.286
Bulgaria,BGR,2020-07-07,66.286
Bulgaria,BGR,2020-07-08,66.429
Bulgaria,BGR,2020-07-09,67.571
Bulgaria,BGR,2020-07-10,68.714
Bulgaria,BGR,2020-07-11,69.429
Bulgaria,BGR,2020-07-12,70.714
Bulgaria,BGR,2020-07-13,71.143
Bulgaria,BGR,2020-07-14,76.286
Bulgaria,BGR,2020-07-15,77.429
Bulgaria,BGR,2020-07-16,77.571
Bulgaria,BGR,2020-07-17,78.714
Bulgaria,BGR,2020-07-18,76
Bulgaria,BGR,2020-07-19,75.571
Bulgaria,BGR,2020-07-20,79.571
Bulgaria,BGR,2020-07-21,82.286
Bulgaria,BGR,2020-07-22,84.571
Bulgaria,BGR,2020-07-23,87.714
Bulgaria,BGR,2020-07-24,89.286
Bulgaria,BGR,2020-07-25,93.286
Bulgaria,BGR,2020-07-26,96.143
Bulgaria,BGR,2020-07-27,94.571
Bulgaria,BGR,2020-07-28,95.286
Bulgaria,BGR,2020-07-29,96.143
Bulgaria,BGR,2020-07-30,96.286
Bulgaria,BGR,2020-07-31,95.714
Bulgaria,BGR,2020-08-01,95.714
Bulgaria,BGR,2020-08-02,97.143
Bulgaria,BGR,2020-08-03,100.714
Bulgaria,BGR,2020-08-04,101.857
Bulgaria,BGR,2020-08-05,100.143
Bulgaria,BGR,2020-08-06,101.857
Bulgaria,BGR,2020-08-07,102.143
Bulgaria,BGR,2020-08-08,101.857
Bulgaria,BGR,2020-08-09,102.857
Bulgaria,BGR,2020-08-10,103.429
Bulgaria,BGR,2020-08-11,103.714
Bulgaria,BGR,2020-08-12,105.571
Bulgaria,BGR,2020-08-13,105.571
Bulgaria,BGR,2020-08-14,107.286
Bulgaria,BGR,2020-08-15,108.286
Bulgaria,BGR,2020-08-16,105.143
Bulgaria,BGR,2020-08-17,104.286
Bulgaria,BGR,2020-08-18,103.571
Bulgaria,BGR,2020-08-19,102.571
Bulgaria,BGR,2020-08-20,100.143
Bulgaria,BGR,2020-08-21,100
Bulgaria,BGR,2020-08-22,100.857
Bulgaria,BGR,2020-08-23,103.143
Bulgaria,BGR,2020-08-24,101.571
Bulgaria,BGR,2020-08-25,97.857
Bulgaria,BGR,2020-08-26,98.571
Bulgaria,BGR,2020-08-27,100
Bulgaria,BGR,2020-08-28,99.429
Bulgaria,BGR,2020-08-29,98.429
Bulgaria,BGR,2020-08-30,96.714
Bulgaria,BGR,2020-08-31,95
Bulgaria,BGR,2020-09-01,95.571
Bulgaria,BGR,2020-09-02,93.286
Bulgaria,BGR,2020-09-03,90.429
Bulgaria,BGR,2020-09-04,85.857
Bulgaria,BGR,2020-09-05,86
Bulgaria,BGR,2020-09-06,90.143
Bulgaria,BGR,2020-09-07,92.857
Bulgaria,BGR,2020-09-08,92.286
Bulgaria,BGR,2020-09-09,91.714
Bulgaria,BGR,2020-09-10,92
Bulgaria,BGR,2020-09-11,94.143
Bulgaria,BGR,2020-09-12,92.571
Bulgaria,BGR,2020-09-13,86.429
Bulgaria,BGR,2020-09-14,81.857
Bulgaria,BGR,2020-09-15,81.571
Bulgaria,BGR,2020-09-16,78.857
Bulgaria,BGR,2020-09-17,75.714
Bulgaria,BGR,2020-09-18,72.286
Bulgaria,BGR,2020-09-19,69.857
Bulgaria,BGR,2020-09-20,68
Bulgaria,BGR,2020-09-21,67.286
Bulgaria,BGR,2020-09-22,68.143
Bulgaria,BGR,2020-09-23,64.857
Bulgaria,BGR,2020-09-24,59.571
Bulgaria,BGR,2020-09-25,58.286
Bulgaria,BGR,2020-09-26,51.857
Bulgaria,BGR,2020-09-27,50.286
Bulgaria,BGR,2020-09-28,45.286
Bulgaria,BGR,2020-09-29,35.143
Bulgaria,BGR,2020-09-30,31.714
Bulgaria,BGR,2020-10-01,29.714
Bulgaria,BGR,2020-10-02,29
Bulgaria,BGR,2020-10-03,34.571
Bulgaria,BGR,2020-10-04,33.571
Bulgaria,BGR,2020-10-05,33.571
Bulgaria,BGR,2020-10-06,34.857
Bulgaria,BGR,2020-10-07,36.286
Bulgaria,BGR,2020-10-08,32.286
Bulgaria,BGR,2020-10-09,27.429
Bulgaria,BGR,2020-10-10,25.286
Bulgaria,BGR,2020-10-11,25.143
Bulgaria,BGR,2020-10-12,25
Bulgaria,BGR,2020-10-13,22.143
Bulgaria,BGR,2020-10-14,21.857
Bulgaria,BGR,2020-10-15,27.143
Bulgaria,BGR,2020-10-16,29
Bulgaria,BGR,2020-10-17,26.857
