Entity,Code,Date,transit_stations
Afghanistan,AFG,2020-11-13,-9.857
Afghanistan,AFG,2020-11-14,-11
Afghanistan,AFG,2020-11-15,-11.714
Afghanistan,AFG,2020-11-16,-10.857
Afghanistan,AFG,2020-11-17,-10.143
Afghanistan,AFG,2020-11-18,-10.286
Afghanistan,AFG,2020-11-19,-11.571
Afghanistan,AFG,2020-11-20,-12.143
Afghanistan,AFG,2020-11-21,-11.429
Afghanistan,AFG,2020-11-22,-10.571
Angola,AGO,2020-02-17,0.333
Angola,AGO,2020-02-18,0
Angola,AGO,2020-02-19,-1.4
Angola,AGO,2020-02-20,-1.667
Angola,AGO,2020-02-21,-1.429
Angola,AGO,2020-02-22,-1.286
Angola,AGO,2020-02-23,-2.571
Angola,AGO,2020-02-24,-5.714
Angola,AGO,2020-02-25,-9.571
Angola,AGO,2020-02-26,-9.571
Angola,AGO,2020-02-27,-9.571
Angola,AGO,2020-02-28,-9.571
Angola,AGO,2020-02-29,-9.571
Angola,AGO,2020-03-01,-7.571
Angola,AGO,2020-03-02,-3.571
Angola,AGO,2020-03-03,0.429
Angola,AGO,2020-03-04,1
Angola,AGO,2020-03-05,1.429
Angola,AGO,2020-03-06,1
Angola,AGO,2020-03-07,1
Angola,AGO,2020-03-08,-0.286
Angola,AGO,2020-03-09,-1.429
Angola,AGO,2020-03-10,-2.286
Angola,AGO,2020-03-11,-3.429
Angola,AGO,2020-03-12,-4
Angola,AGO,2020-03-13,-5
Angola,AGO,2020-03-14,-6.143
Angola,AGO,2020-03-15,-6.857
Angola,AGO,2020-03-16,-7.857
Angola,AGO,2020-03-17,-9.429
Angola,AGO,2020-03-18,-9.571
Angola,AGO,2020-03-19,-9.714
Angola,AGO,2020-03-20,-11.286
Angola,AGO,2020-03-21,-11.857
Angola,AGO,2020-03-22,-16.571
Angola,AGO,2020-03-23,-22.286
Angola,AGO,2020-03-24,-25
Angola,AGO,2020-03-25,-29.143
Angola,AGO,2020-03-26,-32
Angola,AGO,2020-03-27,-36.429
Angola,AGO,2020-03-28,-41.143
Angola,AGO,2020-03-29,-43.429
Angola,AGO,2020-03-30,-44.429
Angola,AGO,2020-03-31,-48.143
Angola,AGO,2020-04-01,-51
Angola,AGO,2020-04-02,-56
Angola,AGO,2020-04-03,-57.571
Angola,AGO,2020-04-04,-59.714
Angola,AGO,2020-04-05,-60.571
Angola,AGO,2020-04-06,-60.571
Angola,AGO,2020-04-07,-60.429
Angola,AGO,2020-04-08,-60.571
Angola,AGO,2020-04-09,-60.286
Angola,AGO,2020-04-10,-60.571
Angola,AGO,2020-04-11,-58.857
Angola,AGO,2020-04-12,-57.857
Angola,AGO,2020-04-13,-58
Angola,AGO,2020-04-14,-57.429
Angola,AGO,2020-04-15,-57.714
Angola,AGO,2020-04-16,-57.857
Angola,AGO,2020-04-17,-57.571
Angola,AGO,2020-04-18,-60
Angola,AGO,2020-04-19,-61.714
Angola,AGO,2020-04-20,-62.714
Angola,AGO,2020-04-21,-63.714
Angola,AGO,2020-04-22,-64.286
Angola,AGO,2020-04-23,-64.857
Angola,AGO,2020-04-24,-65.143
Angola,AGO,2020-04-25,-64
Angola,AGO,2020-04-26,-63.286
Angola,AGO,2020-04-27,-61.571
Angola,AGO,2020-04-28,-58.857
Angola,AGO,2020-04-29,-56.143
Angola,AGO,2020-04-30,-52.714
Angola,AGO,2020-05-01,-52.286
Angola,AGO,2020-05-02,-50.571
Angola,AGO,2020-05-03,-50.571
Angola,AGO,2020-05-04,-50.429
Angola,AGO,2020-05-05,-50.714
Angola,AGO,2020-05-06,-51
Angola,AGO,2020-05-07,-51.857
Angola,AGO,2020-05-08,-50.429
Angola,AGO,2020-05-09,-50.429
Angola,AGO,2020-05-10,-50
Angola,AGO,2020-05-11,-49.429
Angola,AGO,2020-05-12,-49.714
Angola,AGO,2020-05-13,-49.714
Angola,AGO,2020-05-14,-49.571
Angola,AGO,2020-05-15,-49.143
Angola,AGO,2020-05-16,-49
Angola,AGO,2020-05-17,-48.571
Angola,AGO,2020-05-18,-48.429
Angola,AGO,2020-05-19,-48.143
Angola,AGO,2020-05-20,-48.429
Angola,AGO,2020-05-21,-49
Angola,AGO,2020-05-22,-49
Angola,AGO,2020-05-23,-49
Angola,AGO,2020-05-24,-49
Angola,AGO,2020-05-25,-49
Angola,AGO,2020-05-26,-48.143
Angola,AGO,2020-05-27,-46.714
Angola,AGO,2020-05-28,-45
Angola,AGO,2020-05-29,-43.286
Angola,AGO,2020-05-30,-41.857
Angola,AGO,2020-05-31,-40.286
Angola,AGO,2020-06-01,-37.714
Angola,AGO,2020-06-02,-36.429
Angola,AGO,2020-06-03,-35.571
Angola,AGO,2020-06-04,-35
Angola,AGO,2020-06-05,-34.714
Angola,AGO,2020-06-06,-34.857
Angola,AGO,2020-06-07,-35
Angola,AGO,2020-06-08,-35.571
Angola,AGO,2020-06-09,-36
Angola,AGO,2020-06-10,-36.143
Angola,AGO,2020-06-11,-37
Angola,AGO,2020-06-12,-37.429
Angola,AGO,2020-06-13,-37.571
Angola,AGO,2020-06-14,-38
Angola,AGO,2020-06-15,-38.571
Angola,AGO,2020-06-16,-38.714
Angola,AGO,2020-06-17,-39
Angola,AGO,2020-06-18,-39.143
Angola,AGO,2020-06-19,-40
Angola,AGO,2020-06-20,-41
Angola,AGO,2020-06-21,-41.143
Angola,AGO,2020-06-22,-41.714
Angola,AGO,2020-06-23,-42.857
Angola,AGO,2020-06-24,-43
Angola,AGO,2020-06-25,-42.714
Angola,AGO,2020-06-26,-41.571
Angola,AGO,2020-06-27,-40
Angola,AGO,2020-06-28,-39.571
Angola,AGO,2020-06-29,-38
Angola,AGO,2020-06-30,-35.714
Angola,AGO,2020-07-01,-34.571
Angola,AGO,2020-07-02,-33.286
Angola,AGO,2020-07-03,-32.571
Angola,AGO,2020-07-04,-32.429
Angola,AGO,2020-07-05,-31.714
Angola,AGO,2020-07-06,-31.857
Angola,AGO,2020-07-07,-32
Angola,AGO,2020-07-08,-32.429
Angola,AGO,2020-07-09,-33
Angola,AGO,2020-07-10,-33.857
Angola,AGO,2020-07-11,-34.857
Angola,AGO,2020-07-12,-35.571
Angola,AGO,2020-07-13,-36.429
Angola,AGO,2020-07-14,-37.286
Angola,AGO,2020-07-15,-37.714
Angola,AGO,2020-07-16,-38
Angola,AGO,2020-07-17,-38.714
Angola,AGO,2020-07-18,-39.143
Angola,AGO,2020-07-19,-39.714
Angola,AGO,2020-07-20,-39.571
Angola,AGO,2020-07-21,-39.857
Angola,AGO,2020-07-22,-40.286
Angola,AGO,2020-07-23,-40.714
Angola,AGO,2020-07-24,-40.143
Angola,AGO,2020-07-25,-38.857
Angola,AGO,2020-07-26,-38.143
Angola,AGO,2020-07-27,-37.714
Angola,AGO,2020-07-28,-36.857
Angola,AGO,2020-07-29,-35.286
Angola,AGO,2020-07-30,-33.429
Angola,AGO,2020-07-31,-31.857
Angola,AGO,2020-08-01,-30.571
Angola,AGO,2020-08-02,-29.714
Angola,AGO,2020-08-03,-28.571
Angola,AGO,2020-08-04,-28
Angola,AGO,2020-08-05,-28.143
Angola,AGO,2020-08-06,-28.571
Angola,AGO,2020-08-07,-29.286
Angola,AGO,2020-08-08,-30.143
Angola,AGO,2020-08-09,-30.714
Angola,AGO,2020-08-10,-31.286
Angola,AGO,2020-08-11,-31.429
Angola,AGO,2020-08-12,-31.857
Angola,AGO,2020-08-13,-31.571
Angola,AGO,2020-08-14,-31.857
Angola,AGO,2020-08-15,-32.429
Angola,AGO,2020-08-16,-32.429
Angola,AGO,2020-08-17,-32.667
Angola,AGO,2020-08-18,-33.6
Angola,AGO,2020-08-19,-33.25
Angola,AGO,2020-08-20,-36
Angola,AGO,2020-09-13,-16.667
Angola,AGO,2020-09-14,-15.25
Angola,AGO,2020-09-15,-14.4
Angola,AGO,2020-09-16,-14.667
Angola,AGO,2020-09-17,-17.143
Angola,AGO,2020-09-18,-20.571
Angola,AGO,2020-09-19,-22.714
Angola,AGO,2020-09-20,-23.286
Angola,AGO,2020-09-21,-23.857
Angola,AGO,2020-09-22,-25.143
Angola,AGO,2020-09-23,-26.429
Angola,AGO,2020-09-24,-25.143
Angola,AGO,2020-09-25,-23
Angola,AGO,2020-09-26,-22
Angola,AGO,2020-09-27,-22
Angola,AGO,2020-09-28,-22
Angola,AGO,2020-09-29,-22
Angola,AGO,2020-09-30,-20.857
Angola,AGO,2020-10-01,-19.429
Angola,AGO,2020-10-02,-18.429
Angola,AGO,2020-10-03,-17.714
Angola,AGO,2020-10-04,-17
Angola,AGO,2020-10-05,-16.143
Angola,AGO,2020-10-06,-15.429
Angola,AGO,2020-10-07,-15.714
Angola,AGO,2020-10-08,-15.286
Angola,AGO,2020-10-09,-15.714
Angola,AGO,2020-10-10,-16.571
Angola,AGO,2020-10-11,-17.571
Angola,AGO,2020-10-12,-18.571
Angola,AGO,2020-10-13,-18.143
Angola,AGO,2020-10-14,-17.857
Angola,AGO,2020-10-15,-17.286
Angola,AGO,2020-10-16,-16.714
Angola,AGO,2020-10-17,-15.857
Angola,AGO,2020-10-18,-14.571
Angola,AGO,2020-10-19,-13.857
Angola,AGO,2020-10-20,-14.571
Angola,AGO,2020-10-21,-15
Angola,AGO,2020-10-22,-15.857
Angola,AGO,2020-10-23,-16.286
Angola,AGO,2020-10-24,-17
Angola,AGO,2020-10-25,-17.857
Angola,AGO,2020-10-26,-17.857
Angola,AGO,2020-10-27,-17.857
Angola,AGO,2020-10-28,-17.286
Angola,AGO,2020-10-29,-16.429
Angola,AGO,2020-10-30,-15.571
Angola,AGO,2020-10-31,-14
Angola,AGO,2020-11-01,-13.429
Angola,AGO,2020-11-02,-17
Angola,AGO,2020-11-03,-15.857
Angola,AGO,2020-11-04,-16
Angola,AGO,2020-11-05,-15.429
Angola,AGO,2020-11-06,-15.571
Angola,AGO,2020-11-07,-16.571
Angola,AGO,2020-11-08,-17.286
Angola,AGO,2020-11-09,-13.714
Angola,AGO,2020-11-10,-13.286
Angola,AGO,2020-11-11,-18.286
Angola,AGO,2020-11-12,-19
Angola,AGO,2020-11-13,-20.429
Angola,AGO,2020-11-14,-20.857
Angola,AGO,2020-11-15,-20.571
Angola,AGO,2020-11-16,-20.429
Angola,AGO,2020-11-17,-21.429
Angola,AGO,2020-11-18,-16.714
Angola,AGO,2020-11-19,-16.857
Angola,AGO,2020-11-20,-15.857
Angola,AGO,2020-11-21,-15.857
Angola,AGO,2020-11-22,-15.714
Antigua and Barbuda,ATG,2020-02-17,-0.333
Antigua and Barbuda,ATG,2020-02-18,1
Antigua and Barbuda,ATG,2020-02-19,0.8
Antigua and Barbuda,ATG,2020-02-20,0.333
Antigua and Barbuda,ATG,2020-02-21,0
Antigua and Barbuda,ATG,2020-02-22,-0.429
Antigua and Barbuda,ATG,2020-02-23,-1.857
Antigua and Barbuda,ATG,2020-02-24,-2.143
Antigua and Barbuda,ATG,2020-02-25,-3.286
Antigua and Barbuda,ATG,2020-02-26,-4.714
Antigua and Barbuda,ATG,2020-02-27,-4.143
Antigua and Barbuda,ATG,2020-02-28,-2
Antigua and Barbuda,ATG,2020-02-29,-0.286
Antigua and Barbuda,ATG,2020-03-01,2
Antigua and Barbuda,ATG,2020-03-02,4.286
Antigua and Barbuda,ATG,2020-03-03,4.571
Antigua and Barbuda,ATG,2020-03-04,6.143
Antigua and Barbuda,ATG,2020-03-05,5.857
Antigua and Barbuda,ATG,2020-03-06,4.714
Antigua and Barbuda,ATG,2020-03-07,4.429
Antigua and Barbuda,ATG,2020-03-08,3.571
Antigua and Barbuda,ATG,2020-03-09,1.571
Antigua and Barbuda,ATG,2020-03-10,1.714
Antigua and Barbuda,ATG,2020-03-11,0.571
Antigua and Barbuda,ATG,2020-03-12,-0.143
Antigua and Barbuda,ATG,2020-03-13,-0.286
Antigua and Barbuda,ATG,2020-03-14,-2.571
Antigua and Barbuda,ATG,2020-03-15,-4.429
Antigua and Barbuda,ATG,2020-03-16,-5.429
Antigua and Barbuda,ATG,2020-03-17,-8
Antigua and Barbuda,ATG,2020-03-18,-9.714
Antigua and Barbuda,ATG,2020-03-19,-11.857
Antigua and Barbuda,ATG,2020-03-20,-15
Antigua and Barbuda,ATG,2020-03-21,-17.286
Antigua and Barbuda,ATG,2020-03-22,-21.429
Antigua and Barbuda,ATG,2020-03-23,-23.857
Antigua and Barbuda,ATG,2020-03-24,-25.571
Antigua and Barbuda,ATG,2020-03-25,-27.857
Antigua and Barbuda,ATG,2020-03-26,-29.429
Antigua and Barbuda,ATG,2020-03-27,-32
Antigua and Barbuda,ATG,2020-03-28,-36
Antigua and Barbuda,ATG,2020-03-29,-40
Antigua and Barbuda,ATG,2020-03-30,-42.857
Antigua and Barbuda,ATG,2020-03-31,-45.857
Antigua and Barbuda,ATG,2020-04-01,-47.857
Antigua and Barbuda,ATG,2020-04-02,-56.143
Antigua and Barbuda,ATG,2020-04-03,-63.286
Antigua and Barbuda,ATG,2020-04-04,-67.857
Antigua and Barbuda,ATG,2020-04-05,-70.143
Antigua and Barbuda,ATG,2020-04-06,-75.429
Antigua and Barbuda,ATG,2020-04-07,-80.143
Antigua and Barbuda,ATG,2020-04-08,-84.857
Antigua and Barbuda,ATG,2020-04-09,-82.714
Antigua and Barbuda,ATG,2020-04-10,-83.857
Antigua and Barbuda,ATG,2020-04-11,-83.429
Antigua and Barbuda,ATG,2020-04-12,-83.429
Antigua and Barbuda,ATG,2020-04-13,-84.286
Antigua and Barbuda,ATG,2020-04-14,-83.857
Antigua and Barbuda,ATG,2020-04-15,-83.143
Antigua and Barbuda,ATG,2020-04-16,-83.714
Antigua and Barbuda,ATG,2020-04-17,-80.857
Antigua and Barbuda,ATG,2020-04-18,-78.286
Antigua and Barbuda,ATG,2020-04-19,-77.714
Antigua and Barbuda,ATG,2020-04-20,-75.429
Antigua and Barbuda,ATG,2020-04-21,-74.286
Antigua and Barbuda,ATG,2020-04-22,-73.714
Antigua and Barbuda,ATG,2020-04-23,-72.857
Antigua and Barbuda,ATG,2020-04-24,-71.429
Antigua and Barbuda,ATG,2020-04-25,-71.143
Antigua and Barbuda,ATG,2020-04-26,-70.857
Antigua and Barbuda,ATG,2020-04-27,-69.714
Antigua and Barbuda,ATG,2020-04-28,-68.857
Antigua and Barbuda,ATG,2020-04-29,-68.143
Antigua and Barbuda,ATG,2020-04-30,-67.857
Antigua and Barbuda,ATG,2020-05-01,-67.429
Antigua and Barbuda,ATG,2020-05-02,-67.429
Antigua and Barbuda,ATG,2020-05-03,-67.571
Antigua and Barbuda,ATG,2020-05-04,-70.714
Antigua and Barbuda,ATG,2020-05-05,-70.429
Antigua and Barbuda,ATG,2020-05-06,-69.429
Antigua and Barbuda,ATG,2020-05-07,-68.429
Antigua and Barbuda,ATG,2020-05-08,-67.714
Antigua and Barbuda,ATG,2020-05-09,-67
Antigua and Barbuda,ATG,2020-05-10,-66
Antigua and Barbuda,ATG,2020-05-11,-62.429
Antigua and Barbuda,ATG,2020-05-12,-62.143
Antigua and Barbuda,ATG,2020-05-13,-62.429
Antigua and Barbuda,ATG,2020-05-14,-62
Antigua and Barbuda,ATG,2020-05-15,-61.571
Antigua and Barbuda,ATG,2020-05-16,-60.714
Antigua and Barbuda,ATG,2020-05-17,-60.143
Antigua and Barbuda,ATG,2020-05-18,-58.571
Antigua and Barbuda,ATG,2020-05-19,-58
Antigua and Barbuda,ATG,2020-05-20,-57.286
Antigua and Barbuda,ATG,2020-05-21,-57.143
Antigua and Barbuda,ATG,2020-05-22,-56.429
Antigua and Barbuda,ATG,2020-05-23,-56.429
Antigua and Barbuda,ATG,2020-05-24,-56.857
Antigua and Barbuda,ATG,2020-05-25,-56.286
Antigua and Barbuda,ATG,2020-05-26,-55.857
Antigua and Barbuda,ATG,2020-05-27,-55.429
Antigua and Barbuda,ATG,2020-05-28,-54.857
Antigua and Barbuda,ATG,2020-05-29,-54.429
Antigua and Barbuda,ATG,2020-05-30,-53
Antigua and Barbuda,ATG,2020-05-31,-52.857
Antigua and Barbuda,ATG,2020-06-01,-57.857
Antigua and Barbuda,ATG,2020-06-02,-56.857
Antigua and Barbuda,ATG,2020-06-03,-56.286
Antigua and Barbuda,ATG,2020-06-04,-55.714
Antigua and Barbuda,ATG,2020-06-05,-56
Antigua and Barbuda,ATG,2020-06-06,-56.286
Antigua and Barbuda,ATG,2020-06-07,-55
Antigua and Barbuda,ATG,2020-06-08,-49.143
Antigua and Barbuda,ATG,2020-06-09,-48.857
Antigua and Barbuda,ATG,2020-06-10,-49
Antigua and Barbuda,ATG,2020-06-11,-48.714
Antigua and Barbuda,ATG,2020-06-12,-48.143
Antigua and Barbuda,ATG,2020-06-13,-47.571
Antigua and Barbuda,ATG,2020-06-14,-47.714
Antigua and Barbuda,ATG,2020-06-15,-47.571
Antigua and Barbuda,ATG,2020-06-16,-47.286
Antigua and Barbuda,ATG,2020-06-17,-47.143
Antigua and Barbuda,ATG,2020-06-18,-47.286
Antigua and Barbuda,ATG,2020-06-19,-46.714
Antigua and Barbuda,ATG,2020-06-20,-47.143
Antigua and Barbuda,ATG,2020-06-21,-46.571
Antigua and Barbuda,ATG,2020-06-22,-47.571
Antigua and Barbuda,ATG,2020-06-23,-47.714
Antigua and Barbuda,ATG,2020-06-24,-47
Antigua and Barbuda,ATG,2020-06-25,-46.857
Antigua and Barbuda,ATG,2020-06-26,-47
Antigua and Barbuda,ATG,2020-06-27,-46.857
Antigua and Barbuda,ATG,2020-06-28,-46.286
Antigua and Barbuda,ATG,2020-06-29,-45.429
Antigua and Barbuda,ATG,2020-06-30,-45.429
Antigua and Barbuda,ATG,2020-07-01,-45.286
